localidad,provincia,region,temporada,max_capturas,mean_capturas,n_lecturas,n_detecciones,target
soledad12,Santa Fe,NEA,2024-2025,0.0,0.0,5,0,0
sotos cueva,Santiago Del Estero,NEA,2024-2025,900.0,129.26666666666668,30,12,1
sotos cueva,Santiago Del Estero,NEA,2025-2026,900.0,172.72727272727272,11,3,1
sotoscueva,Santiago Del Estero,NEA,2024-2025,0.0,0.0,5,0,0
sunchal,Tucumán,NOA,2025-2026,9.0,6.0,5,5,1
sur bordenave,Buenos Aires,CENTRO SUR,2024-2025,0.0,0.0,54,0,0
sur bordenave,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,21,0,0
susana,Santa Fe,CENTRO NORTE,2024-2025,45.0,1.5333333333333334,45,3,1
susana,Santa Fe,CENTRO NORTE,2025-2026,45.0,6.321428571428571,28,15,1
sylvina,Chaco,NEA,2024-2025,147.0,22.4375,32,18,1
sylvina,Chaco,NEA,2025-2026,246.0,29.6,45,27,1
tacanas,Tucumán,NOA,2024-2025,310.0,42.65384615384615,52,28,1
tacanas,Tucumán,NOA,2025-2026,265.0,23.229166666666668,48,37,1
tacañitas,Santiago Del Estero,NEA,2024-2025,320.0,17.711111111111112,45,10,1
tacañitas,Santiago Del Estero,NEA,2025-2026,380.0,59.69047619047619,42,27,1
taco ralo,Tucumán,NOA,2024-2025,2005.0,81.01351351351352,74,65,1
taco ralo,Tucumán,NOA,2025-2026,2005.0,108.04,50,50,1
tala norte,Córdoba,CENTRO NORTE,2024-2025,39.0,4.208333333333333,48,21,1
tala norte,Córdoba,CENTRO NORTE,2025-2026,102.0,13.704545454545455,44,27,1
tala pozo,Tucumán,NOA,2025-2026,20.0,13.733333333333333,15,15,1
tancacha,Córdoba,CENTRO NORTE,2024-2025,35.0,3.3137254901960786,51,15,1
tancacha,Córdoba,CENTRO NORTE,2025-2026,35.0,3.021276595744681,47,18,1
tandil,Buenos Aires,CENTRO SUR,2024-2025,1.0,0.07142857142857142,42,3,0
tandil,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,5,0,0
temas de rio hondo,Santiago Del Estero,NOA,2024-2025,25.0,25.0,1,1,1
temas de río hondo,Santiago Del Estero,NOA,2024-2025,25.0,7.2727272727272725,11,8,1
teodelina,Santa Fe,CENTRO SUR,2024-2025,4.0,0.04878048780487805,82,1,0
teodelina,Santa Fe,CENTRO SUR,2025-2026,4.0,0.43137254901960786,51,8,0
teodolina,Santa Fe,CENTRO SUR,2024-2025,0.0,0.0,25,0,0
termas de río hondo,Santiago Del Estero,NOA,2024-2025,371.0,70.5,36,18,1
termas de río hondo,Santiago Del Estero,NOA,2025-2026,603.0,26.636363636363637,44,21,1
termas r. hondo,Santiago Del Estero,NOA,2025-2026,1200.0,81.6,35,18,1
tierras del oeste,Santiago Del Estero,NEA,2024-2025,1598.0,208.8181818181818,44,20,1
tierras del oeste,Santiago Del Estero,NEA,2025-2026,1598.0,42.891304347826086,46,23,1
tierrasdeloeste,Santiago Del Estero,NEA,2024-2025,2.0,1.0,3,2,0
timbo viejo,Tucumán,NOA,2024-2025,2628.0,419.81666666666666,60,48,1
timbo viejo,Tucumán,NOA,2025-2026,2120.0,156.16,50,47,1
timbúes,Santa Fe,CENTRO SUR,2024-2025,27.0,2.2666666666666666,60,27,1
timbúes,Santa Fe,CENTRO SUR,2025-2026,114.0,5.340425531914893,47,27,1
tolloche,Salta,NOA,2024-2025,1202.0,134.4,50,35,1
tolloche,Salta,NOA,2025-2026,244.0,24.886363636363637,44,27,1
tomás young,Santiago Del Estero,NEA,2024-2025,1172.0,138.625,48,35,1
tomás young,Santiago Del Estero,NEA,2025-2026,1172.0,37.744680851063826,47,22,1
tosquita,Córdoba,CENTRO SUR,2024-2025,17.0,1.0566037735849056,53,6,1
tosquita,Córdoba,CENTRO SUR,2025-2026,17.0,2.0,29,12,1
trancas,Tucumán,NOA,2024-2025,439.0,66.26666666666667,60,36,1
trancas,Tucumán,NOA,2025-2026,439.0,26.72093023255814,43,28,1
treinta de agosto,Buenos Aires,CENTRO SUR,2024-2025,3.0,0.05263157894736842,57,1,0
treinta de agosto,Buenos Aires,CENTRO SUR,2025-2026,3.0,0.5454545454545454,11,2,0
trenque lauquen,Buenos Aires,CENTRO SUR,2024-2025,3.0,0.3,60,9,0
trenque lauquen,Buenos Aires,CENTRO SUR,2025-2026,1.0,0.06818181818181818,44,3,0
tres arroyos,Buenos Aires,CENTRO SUR,2024-2025,0.0,0.0,56,0,0
tres arroyos,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,47,0,0
tres isletas,Chaco,NEA,2024-2025,475.0,19.955555555555556,90,74,1
tres isletas,Chaco,NEA,2025-2026,180.0,22.68235294117647,85,84,1
tusquita,Tucumán,NOA,2025-2026,110.0,18.608695652173914,23,8,1
urdinarrain,Entre Ríos,LITORAL,2024-2025,83.0,24.285714285714285,21,12,1
urdinarrain,Entre Ríos,LITORAL,2025-2026,83.0,3.5319148936170213,47,13,1
urundel,Salta,NOA,2024-2025,1280.0,110.80357142857143,56,38,1
urundel,Salta,NOA,2025-2026,701.0,29.325,40,25,1
vedia,Buenos Aires,CENTRO SUR,2024-2025,4.0,0.08620689655172414,58,2,0
vedia,Buenos Aires,CENTRO SUR,2025-2026,6.0,1.3,20,5,1
venado tuerto,Santa Fe,CENTRO SUR,2024-2025,28.0,0.8909090909090909,55,7,1
venado tuerto,Santa Fe,CENTRO SUR,2025-2026,28.0,1.3333333333333333,42,2,1
vera y pintado,Santa Fe,NEA,2024-2025,490.0,58.38,50,26,1
vera y pintado,Santa Fe,NEA,2025-2026,490.0,32.829787234042556,47,24,1
vergara,,URUGUAY,2024-2025,0.0,0.0,1,0,0
vergara,Uruguay,URUGUAY,2024-2025,0.0,0.0,12,0,0
vg otumpa,Santiago Del Estero,NEA,2024-2025,0.0,0.0,5,0,0
viale,Entre Ríos,LITORAL,2024-2025,5.0,0.6,55,21,1
viale,Entre Ríos,LITORAL,2025-2026,2.0,0.5319148936170213,47,19,0
viboras,Buenos Aires,CENTRO SUR,2024-2025,0.0,0.0,54,0,0
viboras,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,43,0,0
viclos,Tucumán,NOA,2024-2025,92.0,7.595744680851064,47,24,1
viclos,Tucumán,NOA,2025-2026,245.0,39.333333333333336,42,38,1
victoria,Entre Ríos,LITORAL,2024-2025,413.0,15.245283018867925,53,22,1
victoria,Entre Ríos,LITORAL,2025-2026,7.0,1.608695652173913,46,21,1
vicuña mackenna,Córdoba,CENTRO SUR,2024-2025,15.0,1.5862068965517242,58,25,1
vicuña mackenna,Córdoba,CENTRO SUR,2025-2026,7.0,1.0,45,19,1
videla,Santa Fe,CENTRO NORTE,2025-2026,2.0,0.8571428571428571,7,4,0
vila,Santa Fe,CENTRO NORTE,2024-2025,222.0,42.85,60,24,1
vila,Santa Fe,CENTRO NORTE,2025-2026,385.0,37.34,50,30,1
villa angela,Chaco,NEA,2024-2025,49.0,27.666666666666668,9,8,1
villa angela,Chaco,NEA,2025-2026,89.0,16.09090909090909,44,32,1
villa cañas,Santa Fe,CENTRO SUR,2024-2025,0.0,0.0,47,0,0
villa cañas,Santa Fe,CENTRO SUR,2025-2026,0.0,0.0,9,0,0
villa de maria,Córdoba,CENTRO NORTE,2024-2025,148.0,19.024390243902438,41,12,1
villa de maria,Córdoba,CENTRO NORTE,2025-2026,137.0,9.81578947368421,38,16,1
villa de maría,Córdoba,CENTRO NORTE,2024-2025,0.0,0.0,3,0,0
villa de maría,Córdoba,CENTRO NORTE,2025-2026,1.0,0.5,2,1,0
villa fontana,Córdoba,CENTRO NORTE,2025-2026,480.0,23.96,25,9,1
villa general savio,Buenos Aires,CENTRO SUR,2024-2025,2.0,0.14814814814814814,54,6,0
villa general savio,Buenos Aires,CENTRO SUR,2025-2026,2.0,0.2978723404255319,47,8,0
villa hernandarias,Entre Ríos,LITORAL,2024-2025,84.0,12.456140350877194,57,24,1
villa hernandarias,Entre Ríos,LITORAL,2025-2026,484.0,43.38,50,15,1
villa lila,Entre Ríos,LITORAL,2024-2025,112.0,8.244897959183673,49,18,1
villa lila,Entre Ríos,LITORAL,2025-2026,4.0,1.4285714285714286,7,5,0
villa mantero,Entre Ríos,LITORAL,2025-2026,2530.0,278.7826086956522,23,15,1
villa maría,Córdoba,CENTRO NORTE,2024-2025,47.0,1.8518518518518519,54,4,1
villa maría,Córdoba,CENTRO NORTE,2025-2026,47.0,3.292682926829268,41,9,1
villa maría,Córdoba,CENTRO SUR,2024-2025,68.0,12.255813953488373,43,18,1
villa maría,Córdoba,CENTRO SUR,2025-2026,26.0,1.6595744680851063,47,9,1
villa minetti,Santa Fe,NEA,2024-2025,2080.0,201.04444444444445,90,46,1
villa minetti,Santa Fe,NEA,2025-2026,730.0,34.8433734939759,83,36,1
villa mugueta,Santa Fe,CENTRO SUR,2024-2025,9.0,0.8305084745762712,59,9,1
villa mugueta,Santa Fe,CENTRO SUR,2025-2026,9.0,0.9534883720930233,43,6,1
villa saralegui,Santa Fe,NEA,2024-2025,85.0,9.954545454545455,44,21,1
villa sarlegui,Santa Fe,NEA,2024-2025,0.0,0.0,5,0,0
villa sta. rosa,Córdoba,CENTRO NORTE,2024-2025,422.0,67.03508771929825,57,33,1
villa sta. rosa,Córdoba,CENTRO NORTE,2025-2026,284.0,25.64,50,27,1
villa trinidad,Santa Fe,CENTRO NORTE,2024-2025,37.0,4.394736842105263,38,8,1
villa valeria,Córdoba,CENTRO SUR,2024-2025,6.0,0.18421052631578946,114,8,1
villa valeria,Córdoba,CENTRO SUR,2025-2026,6.0,0.10588235294117647,85,4,1
villada,Santa Fe,CENTRO SUR,2024-2025,53.0,7.160714285714286,56,15,1
villada,Santa Fe,CENTRO SUR,2025-2026,53.0,2.25531914893617,47,9,1
vinará,Santiago Del Estero,NOA,2024-2025,603.0,48.36363636363637,55,55,1
vinará,Santiago Del Estero,NOA,2025-2026,603.0,50.765957446808514,47,44,1
virasoro,Corrientes,LITORAL,2024-2025,782.0,28.857142857142858,42,31,1
virasoro,Corrientes,LITORAL,2025-2026,28.0,6.94,50,35,1
vsaralegui,Santa Fe,NEA,2024-2025,0.0,0.0,1,0,0
víboras,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,3,0,0
weisburd,Santiago Del Estero,NEA,2024-2025,1900.0,64.81188118811882,101,57,1
weisburd,Santiago Del Estero,NEA,2025-2026,1900.0,110.8688524590164,61,46,1
wheelright,Santa Fe,CENTRO SUR,2024-2025,22.0,0.41509433962264153,53,1,1
wheelright,Santa Fe,CENTRO SUR,2025-2026,22.0,1.0,46,4,1
winifreda,La Pampa,CENTRO SUR,2025-2026,0.0,0.0,16,0,0
young,,URUGUAY,2024-2025,0.0,0.0,4,0,0
young,,URUGUAY,2025-2026,16.0,6.285714285714286,7,6,1
young,Uruguay,URUGUAY,2024-2025,2.0,0.6,45,16,0
young,Uruguay,URUGUAY,2025-2026,446.0,52.578947368421055,19,13,1
zavalla,Santa Fe,CENTRO SUR,2024-2025,61.0,8.466666666666667,60,22,1
zavalla,Santa Fe,CENTRO SUR,2025-2026,117.0,8.872340425531915,47,19,1
zavalía,Buenos Aires,CENTRO SUR,2024-2025,0.0,0.0,51,0,0
zavalía,Buenos Aires,CENTRO SUR,2025-2026,0.0,0.0,23,0,0
álvarez,Santa Fe,CENTRO SUR,2024-2025,20.0,4.2631578947368425,57,25,1
álvarez,Santa Fe,CENTRO SUR,2025-2026,20.0,1.8666666666666667,45,27,1
árbol blanco,Santiago Del Estero,NEA,2024-2025,0.0,0.0,1,0,0
